src_ip,dst_ip,src_port,dst_port,total_packets,total_bytes,mean_packet_length,std_packet_length,flow_duration,mean_inter_arrival_time,std_inter_arrival_time,handshake_ratio,application_data_ratio,alert_ratio,label
::1,::1,6249,8443,10,2310,231.0,452.2983528601448,2.023573875427246,0.2248415417141384,0.4179891014202954,0.1,0.0,0.0,0
::1,::1,8443,10630,9,2435,270.55555555555554,429.9646267391232,2.0370540618896484,0.254631757736206,0.4383938626203881,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6030,9,2435,270.55555555555554,429.9646267391232,2.031049966812134,0.2538812458515167,0.437354698700275,0.1111111111111111,0.0,0.0,0
::1,::1,6436,8443,10,2310,231.0,452.2983528601448,2.0191779136657715,0.224353101518419,0.4172548543379191,0.1,0.0,0.0,0
::1,::1,8443,10645,9,2435,270.55555555555554,429.9646267391232,2.0129828453063965,0.2516228556632995,0.4334711666040859,0.1111111111111111,0.0,0.0,0
::1,::1,4458,8443,10,2311,231.1,452.2686038185715,2.0167388916015625,0.2240820990668403,0.4169477588129678,0.1,0.0,0.0,0
::1,::1,8443,2134,9,2435,270.55555555555554,429.9646267391232,2.0096259117126465,0.2512032389640808,0.4328081204046785,0.1111111111111111,0.0,0.0,0
::1,::1,4249,8443,10,2310,231.0,452.2983528601448,2.0380239486694336,0.2264471054077148,0.4210166595314805,0.1,0.0,0.0,0
::1,::1,8531,8443,10,2311,231.1,452.2686038185715,2.0162739753723145,0.2240304417080349,0.4166552783481861,0.1,0.0,0.0,0
::1,::1,8443,10641,9,2435,270.55555555555554,429.9646267391232,2.025749921798706,0.2532187402248382,0.4359587946668373,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6040,9,2435,270.55555555555554,429.9646267391232,2.0092761516571045,0.251159518957138,0.4328366862845638,0.1111111111111111,0.0,0.0,0
::1,::1,6146,8443,10,2310,231.0,452.2983528601448,2.0237960815429688,0.2248662312825521,0.4180716364719665,0.1,0.0,0.0,0
::1,::1,4267,8443,10,2310,231.0,452.2983528601448,2.0113630294799805,0.2234847810533311,0.415973715925735,0.1,0.0,0.0,0
::1,::1,8669,8443,10,2311,231.1,452.2686038185715,2.031002998352051,0.2256669998168945,0.4198251141341741,0.1,0.0,0.0,0
::1,::1,8443,2181,9,2435,270.55555555555554,429.9646267391232,2.0290091037750244,0.253626137971878,0.4369002273191962,0.1111111111111111,0.0,0.0,0
::1,::1,6144,8443,10,2310,231.0,452.2983528601448,2.038235902786255,0.2264706558651394,0.421184391984732,0.1,0.0,0.0,0
::1,::1,8443,4243,9,2435,270.55555555555554,429.9646267391232,2.028632879257202,0.2535791099071502,0.4369835551931219,0.1111111111111111,0.0,0.0,0
::1,::1,9972,8443,10,2310,231.0,452.2983528601448,2.0222129821777344,0.2246903313530815,0.4182341422211565,0.1,0.0,0.0,0
::1,::1,8443,6056,9,2435,270.55555555555554,429.9646267391232,2.0256600379943848,0.2532075047492981,0.4365148937030128,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6397,9,2435,270.55555555555554,429.9646267391232,2.0055291652679443,0.250691145658493,0.4318118847330386,0.1111111111111111,0.0,0.0,0
::1,::1,8443,9872,9,2435,270.55555555555554,429.9646267391232,2.0284440517425537,0.2535555064678192,0.436768985351248,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6039,9,2435,270.55555555555554,429.9646267391232,2.0337700843811035,0.2542212605476379,0.4375405710109672,0.1111111111111111,0.0,0.0,0
::1,::1,8804,8443,10,2310,231.0,452.2983528601448,2.016862154006958,0.224095794889662,0.416900430282537,0.1,0.0,0.0,0
::1,::1,8443,4257,9,2435,270.55555555555554,429.9646267391232,2.040022134780884,0.2550027668476105,0.4394391035488558,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6021,9,2435,270.55555555555554,429.9646267391232,2.036350965499878,0.2545438706874847,0.4384727927500342,0.1111111111111111,0.0,0.0,0
::1,::1,6283,8443,10,2310,231.0,452.2983528601448,2.030139923095703,0.2255711025661892,0.4196045481299236,0.1,0.0,0.0,0
::1,::1,8443,10702,9,2435,270.55555555555554,429.9646267391232,2.0342721939086914,0.2542840242385864,0.4381557482623426,0.1111111111111111,0.0,0.0,0
::1,::1,6367,8443,10,2310,231.0,452.2983528601448,2.0311439037323,0.2256826559702555,0.4198465778409685,0.1,0.0,0.0,0
::1,::1,8646,8443,10,2311,231.1,452.2686038185715,2.0184671878814697,0.2242741319868299,0.4171609962999417,0.1,0.0,0.0,0
::1,::1,10507,8443,10,2310,231.0,452.2983528601448,2.02844500541687,0.2253827783796522,0.4193463922140755,0.1,0.0,0.0,0
::1,::1,8443,2166,9,2435,270.55555555555554,429.9646267391232,2.0167129039764404,0.252089112997055,0.4342619915125315,0.1111111111111111,0.0,0.0,0
::1,::1,6106,8443,10,2310,231.0,452.2983528601448,2.0258820056915283,0.225098000632392,0.418725945950775,0.1,0.0,0.0,0
::1,::1,8443,4380,9,2435,270.55555555555554,429.9646267391232,2.0245840549468994,0.2530730068683624,0.4358738333908459,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8587,9,2435,270.55555555555554,429.9646267391232,2.010639905929565,0.2513299882411957,0.4330227736953916,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8616,10,2499,249.9,396.5066077633512,2.021768808364868,0.2246409787072075,0.417174375819682,0.1,0.0,0.0,0
::1,::1,8443,10740,9,2435,270.55555555555554,429.9646267391232,2.022160053253174,0.2527700066566467,0.4356050761444214,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10594,9,2435,270.55555555555554,429.9646267391232,2.0369839668273926,0.2546229958534241,0.4384846375739684,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6246,9,2435,270.55555555555554,429.9646267391232,2.016181945800781,0.2520227432250976,0.4340833276735921,0.1111111111111111,0.0,0.0,0
::1,::1,8443,11813,9,2435,270.55555555555554,429.9646267391232,2.016165018081665,0.2520206272602081,0.4341108579539222,0.1111111111111111,0.0,0.0,0
::1,::1,10821,8443,10,2310,231.0,452.2983528601448,2.03589391708374,0.2262104352315267,0.4209901716870737,0.1,0.0,0.0,0
::1,::1,8443,9867,9,2435,270.55555555555554,429.9646267391232,2.0194969177246094,0.2524371147155761,0.4350016163404704,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6345,9,2435,270.55555555555554,429.9646267391232,2.023097038269043,0.2528871297836303,0.4356114072586595,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6350,9,2435,270.55555555555554,429.9646267391232,2.017080068588257,0.2521350085735321,0.4345177553544591,0.1111111111111111,0.0,0.0,0
::1,::1,13021,8443,10,2310,231.0,452.2983528601448,2.0160820484161377,0.2240091164906819,0.4171053708177922,0.1,0.0,0.0,0
::1,::1,8443,6370,9,2435,270.55555555555554,429.9646267391232,2.0236220359802246,0.2529527544975281,0.4357974539778106,0.1111111111111111,0.0,0.0,0
::1,::1,4476,8443,10,2311,231.1,452.2686038185715,2.011129140853882,0.2234587934282091,0.4156670047303838,0.1,0.0,0.0,0
::1,::1,8443,2198,9,2435,270.55555555555554,429.9646267391232,2.027549982070923,0.2534437477588653,0.4364906945572508,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8635,9,2435,270.55555555555554,429.9646267391232,2.0093789100646973,0.2511723637580871,0.4325011878178778,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6241,10,2499,249.9,396.5066077633512,2.009406089782715,0.2232673433091905,0.4158437339829826,0.1,0.0,0.0,0
::1,::1,6336,8443,10,2310,231.0,452.2983528601448,2.025507926940918,0.2250564363267686,0.4188911776891485,0.1,0.0,0.0,0
::1,::1,8443,10698,9,2435,270.55555555555554,429.9646267391232,2.0141990184783936,0.2517748773097992,0.4338007853176773,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10009,9,2435,270.55555555555554,429.9646267391232,2.015298843383789,0.2519123554229736,0.4339040564873678,0.1111111111111111,0.0,0.0,0
::1,::1,13037,8443,10,2310,231.0,452.2983528601448,2.0386829376220703,0.2265203264024522,0.4215250010959779,0.1,0.0,0.0,0
::1,::1,8443,6240,9,2435,270.55555555555554,429.9646267391232,2.021618127822876,0.2527022659778595,0.435276717767578,0.1111111111111111,0.0,0.0,0
::1,::1,4290,8443,10,2311,231.1,452.2686038185715,2.0118768215179443,0.2235418690575493,0.4157531055632673,0.1,0.0,0.0,0
::1,::1,8443,10805,9,2435,270.55555555555554,429.9646267391232,2.025040864944458,0.2531301081180572,0.4360607766222557,0.1111111111111111,0.0,0.0,0
::1,::1,6210,8443,10,2310,231.0,452.2983528601448,2.0121419429779053,0.223571326997545,0.4163127582604792,0.1,0.0,0.0,0
::1,::1,8599,8443,10,2311,231.1,452.2686038185715,2.0322189331054688,0.2258021036783854,0.4201682109063636,0.1,0.0,0.0,0
::1,::1,8443,4242,9,2435,270.55555555555554,429.9646267391232,2.013759136199951,0.2517198920249939,0.4336096471085994,0.1111111111111111,0.0,0.0,0
::1,::1,10812,8443,10,2310,231.0,452.2983528601448,2.026247978210449,0.2251386642456054,0.4188310019782325,0.1,0.0,0.0,0
::1,::1,10694,8443,10,2310,231.0,452.2983528601448,2.0209310054779053,0.224547889497545,0.4176319610971492,0.1,0.0,0.0,0
::1,::1,11790,8443,10,2310,231.0,452.2983528601448,2.016652107238769,0.2240724563598632,0.4165244040022772,0.1,0.0,0.0,0
::1,::1,9872,8443,10,2310,231.0,452.2983528601448,2.028650999069214,0.2254056665632459,0.4193909332501333,0.1,0.0,0.0,0
::1,::1,8443,13032,9,2435,270.55555555555554,429.9646267391232,2.027100086212158,0.2533875107765198,0.4364041327559347,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8516,9,2435,270.55555555555554,429.9646267391232,2.004641056060791,0.2505801320075989,0.4315182760486998,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10852,9,2435,270.55555555555554,429.9646267391232,2.019883155822754,0.2524853944778442,0.4348282147317657,0.1111111111111111,0.0,0.0,0
::1,::1,8443,11811,9,2435,270.55555555555554,429.9646267391232,2.0171070098876958,0.2521383762359619,0.4344583287324221,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10699,9,2435,270.55555555555554,429.9646267391232,2.015356063842773,0.2519195079803467,0.433943245131203,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10891,9,2435,270.55555555555554,429.9646267391232,2.0162229537963867,0.2520278692245483,0.4342004058585793,0.1111111111111111,0.0,0.0,0
::1,::1,2161,8443,10,2311,231.1,452.2686038185715,2.0246999263763428,0.2249666584862603,0.4186973268978602,0.1,0.0,0.0,0
::1,::1,10502,8443,10,2310,231.0,452.2983528601448,2.0227339267730717,0.2247482140858968,0.4179188333369286,0.1,0.0,0.0,0
::1,::1,6373,8443,10,2310,231.0,452.2983528601448,2.0257599353790283,0.2250844372643364,0.4187070683705691,0.1,0.0,0.0,0
::1,::1,8443,4476,9,2435,270.55555555555554,429.9646267391232,2.010900020599365,0.2513625025749206,0.4329422515002327,0.1111111111111111,0.0,0.0,0
::1,::1,8443,11878,9,2435,270.55555555555554,429.9646267391232,2.023725986480713,0.2529657483100891,0.4360522691994356,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10606,9,2435,270.55555555555554,429.9646267391232,2.023473024368286,0.2529341280460357,0.4356285224513853,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4431,9,2435,270.55555555555554,429.9646267391232,2.025946855545044,0.2532433569431305,0.4361302213471449,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4340,9,2435,270.55555555555554,429.9646267391232,2.031710147857666,0.2539637684822082,0.4373009452780628,0.1111111111111111,0.0,0.0,0
::1,::1,11159,8443,10,2309,230.9,452.32829891573226,2.0128090381622314,0.2236454486846923,0.4159808845535753,0.1,0.0,0.0,0
::1,::1,8443,6028,10,2499,249.9,396.5066077633512,2.0161590576171875,0.2240176730685764,0.4168521325207729,0.1,0.0,0.0,0
::1,::1,6125,8443,10,2310,231.0,452.2983528601448,2.0101890563964844,0.2233543395996093,0.415402932685305,0.1,0.0,0.0,0
::1,::1,6329,8443,10,2310,231.0,452.2983528601448,2.0174617767333984,0.2241624196370442,0.4170740451159449,0.1,0.0,0.0,0
::1,::1,8443,8605,10,2499,249.9,396.5066077633512,2.026733875274658,0.2251926528082953,0.4191338208881545,0.1,0.0,0.0,0
::1,::1,4445,8443,10,2311,231.1,452.2686038185715,2.0275580883026123,0.2252842320336235,0.4191451518638672,0.1,0.0,0.0,0
::1,::1,8443,9459,9,2435,270.55555555555554,429.9646267391232,2.0383989810943604,0.254799872636795,0.438985317075876,0.1111111111111111,0.0,0.0,0
::1,::1,8664,8443,10,2311,231.1,452.2686038185715,2.022575855255127,0.2247306505839029,0.4179793676800136,0.1,0.0,0.0,0
::1,::1,8443,8801,9,2435,270.55555555555554,429.9646267391232,2.034963130950928,0.2543703913688659,0.4381082718433764,0.1111111111111111,0.0,0.0,0
::1,::1,11820,8443,10,2310,231.0,452.2983528601448,2.0221540927886963,0.2246837880876329,0.4179356481628597,0.1,0.0,0.0,0
::1,::1,8443,6419,9,2435,270.55555555555554,429.9646267391232,2.0160491466522217,0.2520061433315277,0.4340444750281539,0.1111111111111111,0.0,0.0,0
::1,::1,4376,8443,10,2311,231.1,452.2686038185715,2.0256011486053467,0.2250667942894829,0.4187124228974423,0.1,0.0,0.0,0
::1,::1,8803,8443,10,2310,231.0,452.2983528601448,2.0246548652648926,0.2249616516960991,0.418476470092514,0.1,0.0,0.0,0
::1,::1,8443,6223,9,2435,270.55555555555554,429.9646267391232,2.0345981121063232,0.2543247640132904,0.4382203123161906,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8480,9,2435,270.55555555555554,429.9646267391232,2.0351529121398926,0.2543941140174866,0.4383563067419377,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6091,9,2435,270.55555555555554,429.9646267391232,2.024362087249756,0.2530452609062195,0.4357673120111531,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4296,9,2435,270.55555555555554,429.9646267391232,2.037542819976806,0.2546928524971008,0.4386262006090229,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6078,9,2435,270.55555555555554,429.9646267391232,2.0243849754333496,0.2530481219291687,0.4357232453510489,0.1111111111111111,0.0,0.0,0
::1,::1,8580,8443,10,2311,231.1,452.2686038185715,2.033782958984375,0.2259758843315972,0.4205595237151076,0.1,0.0,0.0,0
::1,::1,10871,8443,10,2310,231.0,452.2983528601448,2.0160508155822754,0.2240056461758083,0.4171020921123611,0.1,0.0,0.0,0
::1,::1,8443,6302,9,2435,270.55555555555554,429.9646267391232,2.014310836791992,0.251788854598999,0.4338205066262224,0.1111111111111111,0.0,0.0,0
::1,::1,10601,8443,10,2309,230.9,452.32829891573226,2.035486936569214,0.2261652151743571,0.4215532636568257,0.1,0.0,0.0,0
::1,::1,2162,8443,10,2311,231.1,452.2686038185715,2.027751922607422,0.2253057691786024,0.4193851031714545,0.1,0.0,0.0,0
::1,::1,11794,8443,10,2310,231.0,452.2983528601448,2.0098230838775635,0.2233136759863959,0.415338340144859,0.1,0.0,0.0,0
::1,::1,8815,8443,10,2310,231.0,452.2983528601448,2.018950939178467,0.2243278821309407,0.4174838718994078,0.1,0.0,0.0,0
::1,::1,4481,8443,10,2311,231.1,452.2686038185715,2.0219130516052246,0.2246570057339138,0.41754143874281,0.1,0.0,0.0,0
::1,::1,2186,8443,10,2311,231.1,452.2686038185715,2.0245890617370605,0.2249543401930067,0.4185890258112916,0.1,0.0,0.0,0
::1,::1,8607,8443,10,2311,231.1,452.2686038185715,2.0317718982696533,0.2257524331410726,0.420242411052595,0.1,0.0,0.0,0
::1,::1,10808,8443,10,2310,231.0,452.2983528601448,2.037071943283081,0.2263413270314534,0.4212191129805665,0.1,0.0,0.0,0
::1,::1,8471,8443,10,2311,231.1,452.2686038185715,2.02691388130188,0.2252126534779866,0.418948601984195,0.1,0.0,0.0,0
::1,::1,6406,8443,10,2310,231.0,452.2983528601448,2.0137720108032227,0.2237524456448025,0.4165159000257079,0.1,0.0,0.0,0
::1,::1,8443,9998,9,2435,270.55555555555554,429.9646267391232,2.025567054748535,0.2531958818435669,0.4361936804092087,0.1111111111111111,0.0,0.0,0
::1,::1,8527,8443,10,2311,231.1,452.2686038185715,2.023268938064575,0.2248076597849528,0.4182979216475994,0.1,0.0,0.0,0
::1,::1,9982,8443,10,2310,231.0,452.2983528601448,2.0342700481414795,0.2260300053490532,0.4205172249146959,0.1,0.0,0.0,0
::1,::1,8443,8529,9,2435,270.55555555555554,429.9646267391232,2.0277099609375,0.2534637451171875,0.4364195809567024,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10761,9,2435,270.55555555555554,429.9646267391232,2.034792900085449,0.2543491125106811,0.4379990321309892,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10700,9,2435,270.55555555555554,429.9646267391232,2.039541959762573,0.2549427449703216,0.4391684979133833,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4327,9,2435,270.55555555555554,429.9646267391232,2.0113320350646973,0.2514165043830871,0.4326662709134448,0.1111111111111111,0.0,0.0,0
::1,::1,8601,8443,10,2311,231.1,452.2686038185715,2.026365041732788,0.2251516713036431,0.4187458597264454,0.1,0.0,0.0,0
::1,::1,8443,2196,9,2435,270.55555555555554,429.9646267391232,2.012028217315674,0.2515035271644592,0.4331978844467137,0.1111111111111111,0.0,0.0,0
::1,::1,6114,8443,10,2310,231.0,452.2983528601448,2.026738166809082,0.2251931296454535,0.4188335214102273,0.1,0.0,0.0,0
::1,::1,8443,8802,9,2435,270.55555555555554,429.9646267391232,2.0354220867156982,0.2544277608394623,0.4382032813115488,0.1111111111111111,0.0,0.0,0
::1,::1,6163,8443,10,2310,231.0,452.2983528601448,2.028512954711914,0.2253903283013237,0.4193273791916603,0.1,0.0,0.0,0
::1,::1,8443,4232,10,2499,249.9,396.5066077633512,2.023921012878418,0.2248801125420464,0.4185345897947383,0.1,0.0,0.0,0
::1,::1,6179,8443,10,2310,231.0,452.2983528601448,2.030461072921753,0.2256067858801947,0.4196583576921442,0.1,0.0,0.0,0
::1,::1,8443,6175,9,2435,270.55555555555554,429.9646267391232,2.025075912475586,0.2531344890594482,0.4359283884257972,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10688,9,2435,270.55555555555554,429.9646267391232,2.038207054138184,0.2547758817672729,0.4387618098873013,0.1111111111111111,0.0,0.0,0
::1,::1,6253,8443,10,2310,231.0,452.2983528601448,2.023853063583374,0.2248725626203749,0.4183740367127634,0.1,0.0,0.0,0
::1,::1,8443,10886,9,2435,270.55555555555554,429.9646267391232,2.0200672149658203,0.2525084018707275,0.435138050669324,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8820,9,2435,270.55555555555554,429.9646267391232,2.0204319953918457,0.2525539994239807,0.4354770028176669,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8551,9,2435,270.55555555555554,429.9646267391232,2.03067398071289,0.2538342475891113,0.4373109333771912,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10742,9,2435,270.55555555555554,429.9646267391232,2.024217128753662,0.2530271410942077,0.4358224341274937,0.1111111111111111,0.0,0.0,0
::1,::1,9469,8443,10,2310,231.0,452.2983528601448,2.040381908416748,0.2267091009351942,0.4218408288870771,0.1,0.0,0.0,0
::1,::1,8443,6068,9,2435,270.55555555555554,429.9646267391232,2.026911973953247,0.2533639967441559,0.4362534127494625,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6160,9,2435,270.55555555555554,429.9646267391232,2.025719165802002,0.2532148957252502,0.4359226910703401,0.1111111111111111,0.0,0.0,0
::1,::1,8443,9859,9,2435,270.55555555555554,429.9646267391232,2.0375800132751465,0.2546975016593933,0.4388418952041409,0.1111111111111111,0.0,0.0,0
::1,::1,8443,9473,9,2435,270.55555555555554,429.9646267391232,2.025099039077759,0.2531373798847198,0.436022011741883,0.1111111111111111,0.0,0.0,0
::1,::1,8443,9868,9,2435,270.55555555555554,429.9646267391232,2.0211970806121826,0.2526496350765228,0.4358692420603209,0.1111111111111111,0.0,0.0,0
::1,::1,6211,8443,10,2310,231.0,452.2983528601448,2.011461019515991,0.2234956688351101,0.4160728196385677,0.1,0.0,0.0,0
::1,::1,8443,2206,9,2435,270.55555555555554,429.9646267391232,2.0171658992767334,0.2521457374095917,0.4345897522291901,0.1111111111111111,0.0,0.0,0
::1,::1,6376,8443,10,2310,231.0,452.2983528601448,2.024106979370117,0.2249007754855685,0.4184632854061139,0.1,0.0,0.0,0
::1,::1,9973,8443,10,2310,231.0,452.2983528601448,2.0071561336517334,0.2230173481835259,0.4148097547439061,0.1,0.0,0.0,0
::1,::1,4414,8443,10,2311,231.1,452.2686038185715,2.026772975921631,0.2251969973246256,0.4187862525923394,0.1,0.0,0.0,0
::1,::1,8443,8783,9,2435,270.55555555555554,429.9646267391232,2.0290849208831787,0.2536356151103973,0.4373032971229553,0.1111111111111111,0.0,0.0,0
::1,::1,8443,10863,9,2435,270.55555555555554,429.9646267391232,2.0340309143066406,0.2542538642883301,0.4378361796228127,0.1111111111111111,0.0,0.0,0
::1,::1,4396,8443,10,2311,231.1,452.2686038185715,2.0201900005340576,0.2244655556148952,0.4179118794885179,0.1,0.0,0.0,0
::1,::1,8443,6179,9,2435,270.55555555555554,429.9646267391232,2.030186176300049,0.2537732720375061,0.4370837711826449,0.1111111111111111,0.0,0.0,0
::1,::1,4366,8443,10,2311,231.1,452.2686038185715,2.016624927520752,0.2240694363911946,0.4166833798404827,0.1,0.0,0.0,0
::1,::1,8443,8594,9,2435,270.55555555555554,429.9646267391232,2.029550075531006,0.2536937594413757,0.4369443489655989,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6204,9,2435,270.55555555555554,429.9646267391232,2.0187630653381348,0.2523453831672668,0.4343634694846741,0.1111111111111111,0.0,0.0,0
::1,::1,8593,8443,10,2311,231.1,452.2686038185715,2.013428211212158,0.2237142456902398,0.4168528346783104,0.1,0.0,0.0,0
::1,::1,10755,8443,10,2310,231.0,452.2983528601448,2.0090441703796387,0.2232271300421821,0.4155612257157694,0.1,0.0,0.0,0
::1,::1,9870,8443,10,2310,231.0,452.2983528601448,2.0114870071411133,0.2234985563490125,0.4155099829537933,0.1,0.0,0.0,0
::1,::1,8443,8678,9,2435,270.55555555555554,429.9646267391232,2.011720895767212,0.2514651119709015,0.4330753905986705,0.1111111111111111,0.0,0.0,0
::1,::1,6266,8443,10,2310,231.0,452.2983528601448,2.019232988357544,0.224359220928616,0.417430085954757,0.1,0.0,0.0,0
::1,::1,6052,8443,10,2310,231.0,452.2983528601448,2.028599977493286,0.225399997499254,0.4193054699654759,0.1,0.0,0.0,0
::1,::1,4362,8443,10,2311,231.1,452.2686038185715,2.026231050491333,0.2251367833879259,0.418926751283446,0.1,0.0,0.0,0
::1,::1,8443,10849,9,2435,270.55555555555554,429.9646267391232,2.0100159645080566,0.2512519955635071,0.4327925931503497,0.1111111111111111,0.0,0.0,0
::1,::1,13042,8443,10,2310,231.0,452.2983528601448,2.0271880626678467,0.2252431180742052,0.4189455045370313,0.1,0.0,0.0,0
::1,::1,11793,8443,10,2310,231.0,452.2983528601448,2.025722026824951,0.2250802252027723,0.4187325909390941,0.1,0.0,0.0,0
::1,::1,8519,8443,10,2311,231.1,452.2686038185715,2.029043197631836,0.2254492441813151,0.4193150950956052,0.1,0.0,0.0,0
::1,::1,8496,8443,10,2311,231.1,452.2686038185715,2.025714159011841,0.2250793510013156,0.4187595496418895,0.1,0.0,0.0,0
::1,::1,8443,6051,9,2435,270.55555555555554,429.9646267391232,2.0185909271240234,0.2523238658905029,0.4350048552559685,0.1111111111111111,0.0,0.0,0
::1,::1,10652,8443,10,2309,230.9,452.32829891573226,2.020427942276001,0.2244919935862223,0.4176168187770779,0.1,0.0,0.0,0
::1,::1,8443,6272,9,2435,270.55555555555554,429.9646267391232,2.0266029834747314,0.2533253729343414,0.4364578738534169,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6266,9,2435,270.55555555555554,429.9646267391232,2.018990993499756,0.2523738741874695,0.4348307148327009,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4374,9,2435,270.55555555555554,429.9646267391232,2.0240108966827397,0.2530013620853424,0.4356409542368532,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8585,9,2435,270.55555555555554,429.9646267391232,2.014847040176392,0.2518558800220489,0.4335441594975549,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6376,9,2435,270.55555555555554,429.9646267391232,2.02388596534729,0.2529857456684112,0.4358412681650291,0.1111111111111111,0.0,0.0,0
::1,::1,8604,8443,10,2311,231.1,452.2686038185715,2.033232927322388,0.2259147697024875,0.4203291019009829,0.1,0.0,0.0,0
::1,::1,13056,8443,10,2310,231.0,452.2983528601448,2.0252251625061035,0.2250250180562337,0.4189631151901898,0.1,0.0,0.0,0
::1,::1,6386,8443,10,2310,231.0,452.2983528601448,2.0127198696136475,0.223635541068183,0.4157041278203929,0.1,0.0,0.0,0
::1,::1,8504,8443,10,2311,231.1,452.2686038185715,2.037760019302368,0.2264177799224853,0.4210290633159636,0.1,0.0,0.0,0
::1,::1,8443,8596,9,2435,270.55555555555554,429.9646267391232,2.0246078968048096,0.2530759871006012,0.4360618001668946,0.1111111111111111,0.0,0.0,0
::1,::1,9859,8443,10,2310,231.0,452.2983528601448,2.0377848148345947,0.2264205349816216,0.4213410008924743,0.1,0.0,0.0,0
::1,::1,10791,8443,10,2310,231.0,452.2983528601448,2.036129951477051,0.2262366612752278,0.4211392026407503,0.1,0.0,0.0,0
::1,::1,8443,10616,9,2435,270.55555555555554,429.9646267391232,2.016356945037842,0.2520446181297302,0.4340682515422709,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4249,9,2435,270.55555555555554,429.9646267391232,2.03788685798645,0.2547358572483063,0.4384632365633544,0.1111111111111111,0.0,0.0,0
::1,::1,8443,8513,9,2435,270.55555555555554,429.9646267391232,2.027006149291992,0.253375768661499,0.4363233609415159,0.1111111111111111,0.0,0.0,0
::1,::1,11869,8443,10,2310,231.0,452.2983528601448,2.012890100479126,0.2236544556087917,0.4164002326278447,0.1,0.0,0.0,0
::1,::1,4226,8443,10,2310,231.0,452.2983528601448,2.011809825897217,0.2235344250996907,0.4158476748616869,0.1,0.0,0.0,0
::1,::1,8443,4477,9,2435,270.55555555555554,429.9646267391232,2.0097038745880127,0.2512129843235016,0.4326579201804736,0.1111111111111111,0.0,0.0,0
::1,::1,8443,6391,9,2435,270.55555555555554,429.9646267391232,2.018317222595215,0.2522896528244018,0.4343577986592016,0.1111111111111111,0.0,0.0,0
::1,::1,8443,9988,9,2435,270.55555555555554,429.9646267391232,2.025000810623169,0.2531251013278961,0.4361655708668189,0.1111111111111111,0.0,0.0,0
::1,::1,8497,8443,10,2311,231.1,452.2686038185715,2.0267128944396973,0.2251903216044108,0.418695663126448,0.1,0.0,0.0,0
::1,::1,10788,8443,10,2310,231.0,452.2983528601448,2.0084068775177,0.2231563197241889,0.4153003623199951,0.1,0.0,0.0,0
::1,::1,6126,8443,10,2310,231.0,452.2983528601448,2.0272789001464844,0.2252532111273871,0.4188934767155114,0.1,0.0,0.0,0
::1,::1,8443,4418,9,2435,270.55555555555554,429.9646267391232,2.0114340782165527,0.2514292597770691,0.433063216545989,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4287,9,2435,270.55555555555554,429.9646267391232,2.02567195892334,0.2532089948654175,0.4362613864391669,0.1111111111111111,0.0,0.0,0
::1,::1,8443,11843,9,2435,270.55555555555554,429.9646267391232,2.021292924880981,0.2526616156101227,0.4351899029098851,0.1111111111111111,0.0,0.0,0
::1,::1,8443,4394,9,2435,270.55555555555554,429.9646267391232,2.022218942642212,0.2527773678302765,0.4353628268504195,0.1111111111111111,0.0,0.0,0
